FACTOR,HUMAN_CODING,HUMAN_CODING_GENERATED,HUMAN_CODING_GENERATED_NEW,HUMAN_NON_CODING,MOUSE_CODING,MOUSE_NON_CODING,NON_PROMOTER
SP5,3.3968347010550994,2.436,2.526315789473684,2.100085543199316,3.139921171171171,1.8956436931079323,0.7405073517531103
EBF3,3.3836459554513483,2.5535,3.3157894736842106,3.1372968349016253,3.027871621621621,2.719115734720416,2.2123121667474552
SP4,3.3786635404454866,2.469,2.5789473684210527,2.1997433704020533,2.9580518018018016,2.0988296488946685,0.6634351268379383
KLF15,3.3634232121922625,2.383,2.789473684210526,1.778443113772455,3.092060810810811,1.4847204161248375,0.3354338342220068
MSANTD3,3.2927901524032825,4.1175,3.1578947368421053,4.491873396065013,3.4192004504504503,4.751950585175552,4.653578930360316
TCFL5,3.2898593200468933,2.674,2.3684210526315788,2.005560307955517,3.627252252252252,1.885890767230169,0.6299886896105995
Neurod2,3.271101992966002,3.076,3.789473684210526,3.265611633875107,3.114583333333333,3.101755526657997,3.0449184036193246
MYOG,3.270222743259086,3.113,3.789473684210526,3.305389221556886,3.113175675675676,3.32444733420026,3.1665858781709484
CTCF,3.2450175849941383,2.497,2.736842105263158,2.7292557741659538,3.0861486486486487,2.4548114434330297,1.9227661980933917
GABPA,3.2271395076201643,3.066,1.894736842105263,3.4692044482463644,3.246621621621621,3.467815344603381,3.267248343835838
GSX1,3.2186400937866355,5.614,3.3157894736842106,5.486313088109496,3.0639076576576576,5.118660598179454,8.174018419777024
Elf5,3.1661781946072685,3.041,1.894736842105263,3.5119760479041915,3.1326013513513518,3.5240572171651494,3.556955889481338
KLF12,3.143610785463072,2.2355,2.526315789473684,1.96535500427716,2.789414414414414,1.895318595578673,0.5784456293423816
KLF10,3.139214536928488,2.252,2.4210526315789473,2.1710863986313087,2.7502815315315314,2.0955786736020805,0.7018096623040879
ZFP57,3.106682297772567,2.487,3.3684210526315788,1.9195893926432848,2.93384009009009,1.5679453836150845,1.0232670867668443
GCM2,3.1040445486518173,2.6375,2.736842105263158,2.5179640718562872,2.954391891891892,2.465539661898569,1.8754241396025209
EBF1,3.086752637749121,2.3985,3.0,3.0337895637296834,2.7767454954954958,2.68628088426528,2.396509936984973
Zfp809,3.073856975381008,2.585,3.4210526315789473,3.0744225834046195,2.8567004504504503,2.837451235370611,2.5012926159314914
Zfp335,3.0720984759671746,2.7735,3.4210526315789473,3.077416595380668,2.963119369369369,2.883940182054616,2.481822588463402
Zic1::Zic2,3.063012895662368,2.53,2.6315789473684212,2.4798973481608213,2.864583333333333,2.261703511053316,1.7224915172079496
Ebf4,3.053341148886284,2.4485,3.210526315789474,3.0902480752780157,2.791385135135135,2.849479843953186,2.597107771853288
NFIC,3.0474794841735053,2.894,3.3684210526315788,3.1706586826347305,3.133727477477477,3.2974642392717817,3.1237679754402974
EHF,3.0360492379835877,2.8385,2.0,3.0744225834046195,3.14527027027027,3.023732119635891,2.8885926644045887
ZNF175,3.032825322391559,3.129,2.210526315789474,3.505988023952096,3.1097972972972974,3.5520156046814044,3.653255776377444
ZBTB11,3.0090855803048067,2.5005,2.1578947368421053,2.188622754491018,3.20777027027027,2.084525357607282,1.4529003069962838
Ebf2,3.0026377491207503,2.329,3.0526315789473686,2.9127459366980326,2.688063063063063,2.5487646293888164,2.1546291808046534
IKZF1,2.979777256740914,3.3605,1.7894736842105263,3.68819503849444,2.8634572072072078,3.799414824447334,4.113750201971239
ZNF354C,2.9686400937866355,2.799,3.6842105263157894,3.2677502138579984,2.84375,3.2226918075422626,3.1450961383099045
NKX2-8,2.9677608440797187,3.1215,3.6315789473684212,3.25748502994012,2.9375,3.405071521456437,3.663596703829375
KLF14,2.9425556858147712,2.112,2.0,1.9679213002566296,2.6677927927927927,1.9434330299089728,0.6084989497495557
MAFA,2.9308323563892147,2.7385,2.6842105263157894,2.6471343028229257,2.8516328828828827,2.515604681404421,2.3441589917595733
MAZ,2.922919109026964,2.088,1.9473684210526316,1.9615055603079556,2.5484234234234235,1.7743823146944082,0.7472935853934399
ZNF341,2.8798358733880423,2.874,3.1578947368421053,3.1017964071856285,3.052364864864865,3.259752925877763,2.9839230893520763
HOXA7,2.8745603751465416,4.7795,2.473684210526316,4.870829769033362,2.7421171171171173,4.427503250975293,6.986104378736468
Zic2,2.868405627198124,2.4755,2.4210526315789473,2.860136869118905,2.7004504504504503,2.7444733420026006,2.360155113911779
VAX2,2.8640093786635403,5.143,2.6315789473684212,5.074422583404619,2.5760135135135136,4.595253576072822,7.905073517531104
ZBTB6,2.863130128956624,2.4755,3.473684210526316,2.6231822070145423,2.853603603603604,2.571521456436931,2.2701567296816934
HOXA6,2.8056858147713952,4.1715,2.6315789473684212,4.360992301112062,2.816722972972973,4.1703511053316,5.79738245273873
ZNF701,2.800117233294256,2.2505,2.473684210526316,2.391360136869119,2.372466216216216,2.6215864759427827,1.2760542898691227
ELF1,2.787221570926143,2.558,1.631578947368421,2.8169375534645,2.840371621621621,2.776007802340702,2.5366779770560672
Runx1,2.7737397420867524,3.143,3.1052631578947367,3.485457656116339,2.79588963963964,3.663524057217165,3.531265147842947
FOS::JUN,2.7705158264947247,3.1605,1.5263157894736843,3.7964071856287434,2.7421171171171173,3.657347204161249,4.211746647277428
NKX6-2,2.769636576787808,4.6505,2.5789473684210527,4.843883661248931,2.6385135135135136,4.344278283485045,6.9903861690095335
PLAGL2,2.7678780773739744,1.8335,3.1052631578947367,1.932420872540633,2.111768018018018,1.400845253576073,0.9340765874939408
MYC,2.7473622508792497,2.4615,2.473684210526316,2.4585115483319075,2.7629504504504503,2.296814044213264,1.771934076587494
ZNF682,2.745310668229777,1.9835,2.3157894736842106,2.015397775876818,2.5658783783783785,1.788036410923277,1.0750525125222168
ISL2,2.7397420867526376,4.1335,2.210526315789474,4.191616766467066,2.752815315315315,4.059817945383615,5.576345128453708
HINFP,2.7075029308323564,2.0345,2.0526315789473686,1.5556030795551754,2.935529279279279,1.4476592977893368,0.7482630473420585
VAX1,2.702227432590856,4.5445,2.263157894736842,4.692044482463644,2.670045045045045,4.340052015604681,6.744304411051866
RHOXF1,2.6925556858147712,2.889,3.8421052631578947,3.295124037639008,2.849380630630631,3.442782834850455,3.673048957828405
ETV1,2.6916764361078545,2.6135,1.631578947368421,2.8973481608212146,2.8358671171171173,2.913524057217165,2.892793666181936
KLF3,2.654161781946073,1.9415,2.210526315789474,1.6860564585115485,2.481981981981982,1.5308842652795838,0.6050250444336727
ZIC4,2.650058616647128,2.0595,2.210526315789474,1.9538066723695464,2.392454954954955,1.73667100130039,1.081273226692519
ZKSCAN5,2.6459554513481827,2.328,2.0,2.402480752780154,2.414977477477477,2.3780884265279583,1.6559217967361448
MYOD1,2.626611957796014,2.454,2.6842105263157894,2.726689478186484,2.495777027027027,2.6644993498049416,2.446518015834545
ETV4,2.6210433763188745,2.2105,1.6842105263157894,1.7459366980325064,2.896677927927928,1.7239921976592978,1.10785264178381
SP3,2.599062133645956,1.9165,1.631578947368421,1.7527801539777588,2.456644144144144,1.725292587776333,0.5639844886088221
HES1,2.5756154747948417,2.149,1.7894736842105263,1.6497005988023952,2.915259009009009,1.5933029908972691,0.636370980772338
Erg,2.569460726846424,2.474,1.4210526315789473,2.715141146278871,2.685247747747748,2.7100130039011705,2.522297624818226
ZNF189,2.560082063305979,2.452,2.0526315789473686,2.5949529512403764,2.585304054054054,2.605331599479844,2.42284698658911
IKZF2,2.551289566236812,2.182,1.263157894736842,2.397775876817793,2.567849099099099,2.4320546163849155,1.945306188398772
ZNF281,2.544255568581477,1.836,1.894736842105263,1.789136013686912,2.149774774774775,1.776332899869961,0.6552754887703991
MEOX2,2.5422039859320047,3.75,2.473684210526316,4.097519247219846,2.559966216216216,3.836150845253576,5.452900306996284
ZNF524,2.5225674091441967,1.954,2.473684210526316,1.8840889649272885,2.2469031531531534,1.798114434330299,1.1381483276781386
Zfx,2.517291910902697,1.737,2.736842105263158,1.8011120615911036,2.2713963963963963,1.577373211963589,1.1639198578122476
TFAP4::ETV1,2.5067409144196957,2.065,1.4736842105263157,1.7921300256629598,2.407939189189189,1.6921326397919376,1.2798513491678785
ETV7,2.5,2.142,1.8421052631578947,2.221984602224123,2.5875563063063063,2.1560468140442133,1.941832283082889
TBX4,2.4871043376318878,2.623,2.0526315789473686,2.594525235243798,2.530123873873874,2.688556566970091,2.3400387784779446
ZNF449,2.478898007033998,1.9515,2.3157894736842106,2.131308810949529,2.321227477477477,2.008777633289987,1.5324769752787204
ZNF35,2.475381008206331,4.1325,3.210526315789474,4.263045337895638,2.5199887387387387,4.15442132639792,6.785991274842463
ZNF331,2.475381008206331,2.2155,2.8947368421052633,2.3233532934131738,2.5078828828828827,2.318270481144343,1.8658103086120537
MIXL1,2.46746776084408,4.2175,2.789473684210526,4.331479897348161,2.3358671171171173,3.876462938881665,6.441832283082889
LBX2,2.4416764361078545,3.99,2.0526315789473686,4.104362703165099,2.438626126126126,3.907672301690507,5.826547099693004
UNCX,2.433177022274326,4.43,2.4210526315789473,4.382378100940975,2.2545045045045047,3.8530559167750327,6.49596057521409
DMRTA2,2.4202813599062134,2.919,1.894736842105263,3.065868263473054,2.6632882882882885,3.3914174252275684,3.5272257230570365
ZNF768,2.413540445486518,2.407,2.263157894736842,2.71300256629598,2.381756756756757,3.0172301690507157,2.203183066731297
Foxo1,2.3898007033997657,3.562,1.7894736842105263,3.657827202737383,2.4710022522522523,3.919700910273082,4.898691226369365
MZF1,2.388921453692849,2.063,2.8947368421052633,2.544054747647562,2.04222972972973,2.422301690507152,2.2220067862336403
MYF5,2.3827667057444315,2.449,2.8421052631578947,2.834901625320787,2.2578828828828827,2.828348504551365,2.8599127484246245
Atoh1,2.3546307151230947,2.7745,2.9473684210526314,3.342600513259196,2.3386824324324325,3.381989596879064,4.453142672483438
Gli1,2.3528722157092616,2.068,2.3157894736842106,2.2869974337040206,2.2874436936936937,2.3091677503250976,1.8252544837615123
ALX3,2.3423212192262604,4.324,2.4210526315789473,4.234388366124893,2.174831081081081,3.704486345903771,6.361205364356116
Spi1,2.3423212192262604,2.2905,1.0,2.5607356715141147,2.100506756756757,2.735045513654096,2.4447406689287448
GSC2,2.3089097303634234,3.5925,2.210526315789474,3.7835757057313946,2.1787725225225225,3.479518855656697,5.390208434318953
EVX1,2.302754982415006,3.7535,2.5789473684210527,4.016680923866552,2.271114864864865,3.714889466840052,5.637421231216675
NR2C1,2.299237983587339,1.9675,1.9473684210526316,2.3058169375534643,2.0594031531531534,2.2652795838751625,1.9642914848925512
ZNF530,2.27168815943728,1.534,2.1052631578947367,1.7630453378956372,1.864864864864865,1.5910273081924575,0.7733882695104217
NKX2-2,2.2508792497069168,2.521,2.8947368421052633,2.689905902480753,2.3063063063063063,2.8101430429128738,2.5629342381644853
FOSL1::JUN,2.2444314185228604,2.59,1.368421052631579,3.091103507271172,2.1860923423423424,2.8852405721716514,3.30820811116497
Dlx3,2.2406213364595544,3.926,2.0526315789473686,3.9144568006843454,2.11768018018018,3.4934980494148244,5.72879301987397
ZNF317,2.235932004689332,2.7305,2.526315789473684,3.183490162532079,2.3476914414414414,3.3777633289987,3.69405396671514
ZSCAN21,2.228898007033998,2.7225,3.473684210526316,2.987168520102652,2.408783783783784,3.124512353706112,3.533769591210212
BHLHE22,2.228604923798359,2.017,2.6842105263157894,1.97519247219846,2.120777027027027,1.8540312093628089,1.67329132331556
Hand1::Tcf3,2.2031066822977725,2.4995,3.0,2.9798973481608213,2.174268018018018,3.0490897269180754,3.4597673291323314
SHOX,2.2028135990621336,4.0045,2.0526315789473686,3.932420872540633,2.0419481981981984,3.406371911573472,5.813701728873808
ZNF320,2.1957796014067994,1.493,2.0526315789473686,1.6094952951240376,1.7083333333333333,1.419700910273082,0.810874131523671
TBX18,2.1954865181711605,2.3075,1.8421052631578947,2.4546621043627037,2.213119369369369,2.5139791937581277,2.166424301179512
RAX2,2.1943141852286048,3.973,2.3157894736842106,3.9127459366980326,2.0627815315315314,3.447334200260078,5.774600096946195
ZEB1,2.188159437280188,1.9625,2.0526315789473686,2.2463644140290846,2.1410472972972974,2.2792587776332898,2.1524478914202616
Bhlha15,2.1822977725674093,2.32,2.6315789473684212,2.725406330196749,2.061936936936937,2.6937581274382314,2.853934399741477
HOXB6,2.156506447831184,2.914,1.8421052631578947,3.0431993156544053,2.216779279279279,3.081599479843953,3.817741153659719
Gli2,2.150644783118405,1.7855,2.0,1.8408896492728828,2.027027027027027,1.8803641092327696,1.3095007270964614
MYCN,2.1471277842907384,1.908,2.0,2.0342172797262617,2.15990990990991,1.8315994798439528,1.5420908062691874
Six4,2.1468347010550994,2.6835,2.3684210526315788,2.931137724550898,2.30152027027027,3.1352405721716514,3.975844239780255
KLF5,2.1368698710433764,1.599,0.7894736842105263,1.6347305389221556,2.045608108108108,1.6732769830949286,0.6480853126514784
ZNF692,2.1368698710433764,1.5145,2.0526315789473686,1.4538066723695466,1.898367117117117,1.2337451235370611,0.8633058652447891
HOXA9,2.131594372801876,2.772,1.7894736842105263,2.676218990590248,2.246058558558558,2.5429128738621585,3.1473582161900144
MEIS3,2.122508792497069,2.5475,1.9473684210526316,2.798545765611634,2.294481981981982,2.9983745123537062,3.304087897883341
NFYC,2.0888042203985933,2.376,2.263157894736842,2.5012831479897346,2.1179617117117115,2.6313394018205463,2.756584262401034
HOXB3,2.0888042203985933,3.5715,2.3684210526315788,3.6608212147134314,2.004222972972973,3.3657347204161248,5.338584585555017
ETV6,2.0729777256740918,1.742,1.3157894736842106,1.7040205303678355,2.190033783783784,1.6323146944083224,1.328243658103086
EGR2,2.037221570926143,1.504,1.2105263157894737,1.1518391787852866,1.8854166666666667,1.0708712613784137,0.4053158830182582
VSX1,2.033997655334115,3.344,1.7894736842105263,3.4097519247219847,1.992117117117117,3.051365409622887,4.738972370334464
HEY2,2.021981242672919,1.6605,1.5789473684210527,1.4059024807527802,2.1173986486486487,1.400845253576073,0.8322022943932784
SPIB,2.018757327080891,1.9195,1.0526315789473684,2.1142001710863987,1.8682432432432432,2.153446033810143,1.974874777831637
RUNX3,2.0175849941383355,2.273,2.210526315789474,2.471343028229256,2.0867117117117115,2.673276983094929,2.8899660688317983
Nfatc1,2.0146541617819462,2.331,2.1578947368421053,2.7117194183062447,1.959740990990991,2.637841352405722,3.513895621263532
EVX2,2.0143610785463077,3.2655,2.0,3.487168520102652,1.978322072072072,3.1966840052015604,4.8250121182743575
Lhx4,2.001465416178194,3.3835,1.894736842105263,3.5846877673224977,1.9169481981981984,3.1433680104031207,5.0382129584747135
FOXP3,1.9944314185228604,2.9475,1.5263157894736843,2.9786142001710862,2.005630630630631,3.051040312093628,3.907739537889805
SOHLH2,1.9900351699882768,1.7425,1.3157894736842106,1.48759623609923,2.1697635135135136,1.4697659297789336,0.8707384068508645
HOXA4,1.9806565064478312,2.5325,1.7894736842105263,2.793840889649273,2.047578828828829,2.7275682704811444,3.415899175957344
Tbx6,1.97010550996483,2.1875,1.8421052631578947,2.4097519247219847,1.8862612612612613,2.522106631989597,2.323073194377121
ZNF417,1.962485345838218,1.548,1.5263157894736843,1.1864841745081267,1.8302364864864864,1.0172301690507153,0.6639198578122475
Nfatc2,1.9536928487690504,2.361,2.0526315789473686,2.5727117194183062,1.822353603603604,2.472041612483745,3.353449668767168
EPAS1,1.9510550996483,1.609,1.0526315789473684,1.300256629597947,2.07911036036036,1.255851755526658,0.7032638552270156
MEIS2,1.9481242672919108,2.911,2.1578947368421053,3.237810094097519,2.014358108108108,3.242847854356307,4.277346905800614
HES2,1.944021101992966,1.5995,1.2105263157894737,1.2023096663815227,2.1632882882882885,1.188556566970091,0.4068508644369041
MAF,1.9431418522860493,2.003,1.7894736842105263,2.1171941830624466,1.9329954954954955,2.109232769830949,2.1839554047503635
Bcl11B,1.94021101992966,2.6195,2.0526315789473686,2.70786997433704,2.028997747747748,2.903446033810143,3.351753110357085
Nfat5,1.927022274325909,2.633,2.0526315789473686,2.8152266894781866,1.707207207207207,2.613784135240572,4.017935046049443
ZBED2,1.9129542790152405,1.9155,1.894736842105263,1.701454234388366,2.1235923423423424,1.7724317295188556,1.6459040232670867
Rfx6,1.903575615474795,1.9555,2.526315789473684,2.23011120615911,1.977759009009009,2.350780234070221,2.241153659718856
RORB,1.8985932004689328,2.212,1.736842105263158,2.545765611633875,1.773648648648649,2.6115084525357606,3.193246081757957
ZNF257,1.8813012895662369,1.539,1.9473684210526316,1.5175363558597093,1.6311936936936935,1.409297789336801,0.9321376635967038
FOSL1::JUNB,1.8722157092614304,2.578,1.8421052631578947,3.0350727117194185,1.7905405405405406,2.97334200260078,3.616981741799968
NEUROG2,1.85873388042204,2.0735,2.0,2.582976903336185,1.8482545045045045,2.676527958387516,3.1211827435773145
Dlx4,1.8578546307151231,3.299,1.5263157894736843,3.255774165953807,1.7550675675675675,2.827373211963589,4.742203910163193
ZFP14,1.854630715123095,1.578,1.5789473684210527,1.6184773310521814,1.681587837837838,1.5858257477243174,1.179108095007271
RARA::RXRG,1.8531652989449003,1.485,1.736842105263158,1.6971770744225834,1.6427364864864864,1.672626788036411,1.2401034092745191
FOXJ2::ELF1,1.8519929660023449,2.0955,1.105263157894737,2.051753635585971,2.02759009009009,2.1248374512353707,2.5323961867830023
POU6F1,1.8455451348182883,3.2135,1.1578947368421053,3.43798118049615,1.7286036036036037,3.05851755526658,4.80731943771207
Stat2,1.8411488862837049,3.303,1.3157894736842106,2.9790419161676644,2.139921171171171,3.289336801040312,3.786960736791081
CREM,1.8382180539273156,1.8005,1.1578947368421053,1.886655260906758,1.9622747747747749,1.9236020806241876,1.8084504766521248
TBX2,1.8349941383352872,2.133,1.8421052631578947,2.162959794696321,1.867961711711712,2.2610533159947983,2.201244142834061
MAFK,1.813305978898007,1.944,2.1578947368421053,2.334901625320787,1.7553490990990992,2.2945383615084527,2.166424301179512
PPARA::RXRA,1.809202813599062,1.9095,1.7894736842105263,2.112061591103507,1.5723536036036037,2.1849804941482445,2.174907093229924
FOSB::JUNB,1.803341148886284,1.9235,1.0,2.3652694610778444,1.7516891891891893,2.229843953185956,2.40838584585555
Nr1h3,1.803341148886284,1.494,1.7894736842105263,1.6783575705731395,1.7880067567567568,1.6427178153446034,1.3024721279689773
MGA,1.7980656506447832,1.8925,1.631578947368421,1.839606501283148,1.8735923423423424,1.931404421326398,1.5727904346421069
HEY1,1.7977725674091445,1.4885,1.5263157894736843,1.1685201026518393,1.927364864864865,1.1001300390117037,0.4432864760058168
Prdm14,1.7957209847596718,1.8395,2.263157894736842,2.0461933276304536,1.927927927927928,2.1573472041612485,2.0201971239295524
HOXC8,1.7854630715123094,2.69,1.4210526315789473,2.829341317365269,1.7654842342342345,2.810468140442133,3.8594280174503153
Ahr::Arnt,1.7810668229777258,1.9995,1.5263157894736843,1.8071000855431996,2.029279279279279,2.005851755526658,1.467603813216998
SNAI1,1.7778429073856976,1.7535,1.9473684210526316,1.8823781009409752,1.7930743243243243,2.0133289986996097,1.947972208757473
Nr1H2,1.7702227432590856,1.85,1.8421052631578947,2.3186484174508126,1.8817567567567568,2.479518855656697,2.55550169655841
ETV2::FIGLA,1.754396248534584,1.467,1.2105263157894737,1.385799828913601,1.6739864864864864,1.336150845253576,1.0463725965422523
ETV3,1.7511723329425557,1.688,1.4736842105263157,1.598802395209581,2.0419481981981984,1.6934330299089726,1.6073679108095007
SOX9,1.7508792497069168,2.56,1.631578947368421,2.778870829769033,1.872466216216216,2.9450585175552666,3.846905800613993
HOXA1,1.7450175849941385,2.189,1.7894736842105263,2.5731394354148844,1.8592342342342345,2.4336801040312093,3.3276781386330585
ETV2::FOXI1,1.7432590855803047,1.7285,0.8947368421052632,1.823781009409752,1.906813063063063,1.893368010403121,1.8711423493294557
ARNT::HIF1A,1.742379835873388,1.5365,1.263157894736842,1.2549187339606502,1.9214527027027024,1.2067620286085825,0.8052189368233964
DLX1,1.7397420867526376,2.946,2.0526315789473686,3.021813515825492,1.6776463963963963,2.6612483745123536,4.383745354661496
Nanog,1.735052754982415,2.272,1.9473684210526316,2.3421727972626174,1.834740990990991,2.334525357607282,2.8426240103409275
Olig2,1.735052754982415,1.454,1.7894736842105263,1.2463644140290846,1.662162162162162,1.0897269180754223,0.7870415252867992
Twist2,1.735052754982415,1.454,1.7894736842105263,1.2463644140290846,1.662162162162162,1.0897269180754223,0.7870415252867992
RORC,1.7332942555685815,1.955,1.631578947368421,2.223695466210436,1.6480855855855856,2.289661898569571,2.652932622394571
Foxo3,1.7174677608440798,2.716,0.9473684210526315,2.7100085543199315,1.7060810810810811,2.756501950585176,3.783567619970916
ZNF460,1.7160023446658852,1.2195,1.5789473684210527,1.0230966638152268,1.4853603603603605,0.8553315994798439,0.4671998707384068
ZNF416,1.7098475967174678,1.4385,1.9473684210526316,1.7164242942686057,1.6570945945945943,1.6323146944083224,1.4686540636613346
PITX3,1.7042790152403282,2.388,1.894736842105263,2.558169375534645,1.724662162162162,2.5195058517555267,3.3599127484246245
PRRX1,1.7033997655334114,3.117,1.894736842105263,3.086398631308811,1.5675675675675675,2.7080624187256177,4.543706576183552
Lef1,1.6922626025791323,2.2185,2.3684210526315788,2.7147134302822926,1.750563063063063,2.7363459037711317,3.4497495556632733
REL,1.6696951934349356,1.692,1.5263157894736843,1.8550042771599655,1.7252252252252251,1.798114434330299,1.9694619486185168
TWIST1,1.6611957796014067,1.8615,2.4210526315789473,2.331907613344739,1.603322072072072,2.3910923276983094,2.819680077556956
PBX3,1.6553341148886285,1.786,2.1578947368421053,2.033361847733105,1.6914414414414414,2.365084525357607,1.8846340281143965
Arntl,1.6544548651817117,1.6475,1.2105263157894737,1.6471343028229255,1.810247747747748,1.5897269180754223,1.246243334949103
ETV5::FOXO1,1.634525205158265,1.87,1.368421052631579,1.8656971770744224,1.677364864864865,1.9476592977893368,2.0060591371788656
NEUROD1,1.6239742086752638,1.6795,2.0526315789473686,2.0513259195893925,1.5295608108108107,2.0461638491547465,2.2374373889158186
TFAP2E,1.6207502930832356,1.141,1.368421052631579,1.0230966638152268,1.3350225225225223,0.7288686605981795,0.4191307157860721
ZBTB26,1.60873388042204,1.7025,1.8421052631578947,1.9550898203592812,1.6967905405405406,2.1310143042912872,2.5344158991759573
NFYB,1.6019929660023446,1.5085,1.4210526315789473,1.7446535500427716,1.68384009009009,1.7789336801040312,1.691064792373566
Prdm15,1.5990621336459554,1.6165,1.9473684210526316,1.8588537211291705,1.6185247747747749,1.8501300390117037,2.129423170140572
FOXP4,1.5879249706916765,2.687,1.3157894736842106,2.6745081266039348,1.632601351351351,2.8764629388816645,3.8576506705445146
TFEB,1.5797186400937866,1.637,1.4736842105263157,1.8528656971770745,1.6342905405405406,1.8342002600780236,1.6372596542252382
ETS1,1.5773739742086752,1.3805,0.5789473684210527,1.2288280581693756,1.8181306306306304,1.2226918075422626,0.9565357893036032
Vdr,1.5700468933177023,2.112,1.9473684210526316,2.414456800684345,1.6551238738738738,2.597854356306892,3.2614315721441267
Sox11,1.5688745603751466,2.237,1.4736842105263157,2.378528656971771,1.6050112612612613,2.533810143042913,2.989659072548069
BARHL2,1.5656506447831184,2.642,1.0,2.5179640718562872,1.514358108108108,2.320221066319896,3.4908708999838423
ZNF184,1.5621336459554511,1.7565,1.736842105263158,1.8229255774165956,1.3476914414414414,1.7594278283485043,2.04467603813217
Irf1,1.559202813599062,2.6855,1.2105263157894737,2.5128314798973483,1.790259009009009,2.5929778933680105,3.3915818387461627
Gata3,1.5515826494724505,2.431,1.6842105263157894,2.654405474764756,1.504222972972973,2.6788036410923275,3.5749717240264984
HOXA10,1.5515826494724505,2.911,1.1578947368421053,2.6745081266039348,1.4560810810810811,2.4418075422626786,4.065196316044595
TBP,1.5471864009378664,3.0955,1.263157894736842,2.834901625320787,1.320382882882883,2.4574122236671,4.8103894005493615
OSR1,1.5395662368112544,1.3325,1.105263157894737,1.2369546621043628,1.7511261261261262,1.247074122236671,1.045807077072225
Spz1,1.5196365767878075,1.368,0.9473684210526315,1.4995722840034218,1.336148648648649,1.508452535760728,1.2817902730651156
E2F1,1.51084407971864,1.132,1.263157894736842,0.7964071856287425,1.4887387387387387,0.6996098829648895,0.3507836484084666
SOX2,1.5102579132473624,2.2015,1.4210526315789473,2.4644995722840037,1.47606981981982,2.507152145643693,3.347956051058329
Hnf1A,1.4947245017584994,2.078,2.0,2.505988023952096,1.5464527027027026,2.535110533159948,3.221683632250768
PKNOX1,1.49179366940211,1.728,1.894736842105263,1.989734816082121,1.5579954954954955,2.293888166449935,2.007594118597512
DLX6,1.4871043376318875,2.6775,1.263157894736842,2.62874251497006,1.3854166666666667,2.237971391417425,3.821861366941348
Ppara,1.4639507620164127,1.578,1.8421052631578947,1.8323353293413172,1.5869932432432432,2.001950585175553,2.174503150751333
PRDM1,1.4621922626025792,1.733,1.4736842105263157,2.0119760479041915,1.420608108108108,2.1970091027308194,2.067377605428987
Yy1,1.4618991793669402,1.6605,1.2105263157894737,1.89606501283148,1.35106981981982,1.9057217165149545,2.705202779124253
SRY,1.4613130128956624,2.7595,1.3157894736842106,2.8233532934131738,1.4270833333333333,2.7376462938881665,4.069154952334787
ZNF354A,1.4583821805392732,3.467,0.7894736842105263,2.8430282292557743,1.587837837837838,2.687906371911573,4.88358377767006
ERF,1.4569167643610783,1.224,0.8421052631578947,1.0590248075278017,1.6497747747747749,1.099479843953186,0.743415737598966
ATOH7,1.4431418522860493,1.5785,1.5789473684210527,1.7288280581693756,1.4473536036036037,1.8368010403120936,1.844401357246728
TEAD2,1.4428487690504104,1.754,1.7894736842105263,1.949957228400342,1.4386261261261262,1.877113133940182,2.440216513168525
HNF4A,1.4378663540445489,1.5685,2.1052631578947367,1.899059024807528,1.4431306306306306,2.041612483745124,2.3661334625949264
ZNF708,1.4375732708089095,1.3045,1.4210526315789473,1.341317365269461,1.4031531531531531,1.3468790637191157,1.1434803683955406
ZBTB33,1.4337631887456035,1.176,1.1578947368421053,0.8845166809238666,1.4876126126126126,0.7210663198959688,0.2952011633543383
KLF17,1.425849941383353,1.144,1.0526315789473684,1.1283147989734816,1.2525337837837838,1.255851755526658,0.5372434965260947
SOX15,1.4240914419695194,2.3195,1.4210526315789473,2.4221556886227544,1.383445945945946,2.358582574772432,3.3880271449345614
GATA4,1.422039859320047,1.9715,1.631578947368421,2.254491017964072,1.3133445945945943,2.1690507152145644,2.8067539182420425
MAX,1.4056271981242674,1.3745,0.9473684210526315,1.4183062446535502,1.52393018018018,1.36963589076723,1.1026821780578446
Sox3,1.4047479484173506,2.001,1.263157894736842,2.2728828058169377,1.382882882882883,2.310793237971392,3.07400226207788
SOX13,1.3944900351699885,2.009,1.2105263157894737,2.2360992301112064,1.3806306306306306,2.28185955786736,3.0511391177896265
ZBTB12,1.3941969519343491,1.3975,1.7894736842105263,1.4302822925577416,1.504222972972973,1.5975292587776333,1.6214251090644691
Ascl2,1.3898007033997657,1.433,1.9473684210526316,1.8361847733105217,1.3178490990990992,1.949934980494148,2.016804007109388
SOX8,1.3801289566236812,2.455,1.263157894736842,2.4520958083832336,1.3493806306306306,2.420026007802341,3.666909032153821
VSX2,1.3540445486518171,2.2895,1.1578947368421053,2.3156544054747648,1.3468468468468469,2.0796488946684004,3.192276619809339
HOXB1,1.3484759671746775,1.539,1.1578947368421053,1.8798118049615056,1.415259009009009,1.6716514954486346,2.08305057359832
Stat5a,1.3411488862837049,1.4295,1.8421052631578947,1.6270316509837468,1.460867117117117,1.813068920676203,2.142106963968331
HNF4G,1.339976553341149,1.4715,1.894736842105263,1.7668947818648415,1.3586711711711712,1.8842652795838752,2.17781547907578
RAX,1.3367526377491208,2.5005,0.7368421052631579,2.3969204448246364,1.2100225225225223,2.0591677503250976,3.596057521408951
